id,eco,name,epd,pgn,key
1626,C07,"French Defense: Tarrasch Variation, Eliskases Variation",rnbqkbnr/pp3ppp/4p3/8/2Bp4/5N2/PPPN1PPP/R1BQK2R w KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 Qxd5 5. Ngf3 cxd4 6. Bc4 Qd8,-3798476266165214477
1627,C07,"French Defense: Tarrasch Variation, Open System",rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5,-2234046557136559838
1628,C07,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/5N2/PPPN1PPP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5 4. Ngf3,8183070758885087812
1629,C07,"French Defense: Tarrasch Variation, Open System, Shaposhnikov Gambit",rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/8/PPPN1PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 Nf6,-6195777013127893684
1630,C07,"French Defense: Tarrasch Variation, Open System, Süchting Line",rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2P5/PP1N1PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5 4. c3,-4212097837261285259
1631,C08,"French Defense: Tarrasch Variation, Open System",rnbqkbnr/pp3ppp/8/2pp4/3P4/8/PPPN1PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 exd5,-5639455549207754495
1632,C08,"French Defense: Tarrasch Variation, Open System, Advance Line",rnbqkbnr/pp3ppp/8/3p4/2pP4/5N2/PPPN1PPP/R1BQKB1R w KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 exd5 5. Ngf3 c4,4361027944623359125
1633,C09,"French Defense: Tarrasch Variation, Open System, Main Line",r1bqkbnr/pp3ppp/2n5/2pp4/3P4/5N2/PPPN1PPP/R1BQKB1R w KQkq -,1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 exd5 5. Ngf3 Nc6,-4250996143692494801
1634,C10,French Defense: Hecht-Reefschläger Variation,r1bqkbnr/ppp2ppp/2n1p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nc6,8188970954392947690
1635,C10,French Defense: Marshall Gambit,rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 c5,-8697898182324773225
1636,C10,French Defense: Paulsen Variation,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3,-7748491284018073182
1637,C10,French Defense: Rubinstein Variation,rnbqkbnr/ppp2ppp/4p3/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 dxe4,-8469482229932529625
1638,C10,"French Defense: Rubinstein Variation, Blackburne Defense",r1bqkbnr/pppn1ppp/4p3/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7,-786812169258220058
1639,C10,"French Defense: Rubinstein Variation, Capablanca Line",r1bqkb1r/ppp2ppp/4pn2/4N3/3P4/8/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Nxf6+ Nxf6 7. Ne5,-7581183131250982053
1640,C10,"French Defense: Rubinstein Variation, Ellis Gambit",rnbqkbnr/ppp2ppp/8/4p3/3PN3/8/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 e5,-6667129160682549589
1641,C10,"French Defense: Rubinstein Variation, Fort Knox Variation",rn1qkbnr/ppp2ppp/2b1p3/8/3PN3/5N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bd7 5. Nf3 Bc6,-7123589278887634536
1642,C10,"French Defense: Rubinstein Variation, Kasparov Attack",r1bqkb1r/ppp2ppp/4pn2/8/3P4/2P2N2/PP3PPP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Nxf6+ Nxf6 7. c3,-3459840258418911160
1643,C10,"French Defense: Rubinstein Variation, Maric Variation",rnb1kbnr/ppp2ppp/4p3/3q4/3PN3/8/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Qd5,-2530619496380523351
1644,C11,French Defense: Classical Variation,rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6,-7088631232421838014
1645,C11,French Defense: Classical Variation,rnbqkb1r/ppp2ppp/4pn2/3p2B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5,-5826176174428695200
1646,C11,"French Defense: Classical Variation, Burn Variation",rnbqkb1r/ppp2ppp/4pn2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4,-5682191080853713691
1647,C11,"French Defense: Classical Variation, Burn Variation, Main Line",rnbq1rk1/ppp2ppp/4pb2/8/3PN3/5N2/PPP2PPP/R2QKB1R w KQ -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7 6. Bxf6 Bxf6 7. Nf3 O-O,-794139322208376050
1648,C11,"French Defense: Classical Variation, Burn Variation, Morozevich Line",rnbqk2r/ppp1bp1p/4pp2/8/3PN3/8/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7 6. Bxf6 gxf6,-4453196454063919507
1649,C11,"French Defense: Classical Variation, Delayed Exchange Variation",rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. exd5,-2410292324250698292
1650,C11,"French Defense: Classical Variation, Shirov-Anand Variation",rnbqkb1r/pppn1ppp/4p3/3pP3/3P4/8/PPP1NPPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Nce2,1939591451453509930
1651,C11,"French Defense: Classical Variation, Steinitz Variation",rnbqkb1r/ppp2ppp/4pn2/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5,3703721526345535611
1652,C11,"French Defense: Classical Variation, Swiss Variation",rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2NB4/PPP2PPP/R1BQK1NR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bd3,-8646115867032548047
1653,C11,French Defense: Henneberger Variation,rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Be3,1348378413998634602
1654,C11,French Defense: Steinitz Variation,rnbqkb1r/1ppn1ppp/p3p3/3pP3/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 a6 4. Nf3 Nf6 5. e5 Nfd7,3601166304661117254
1655,C11,French Defense: Steinitz Variation,rnbqkb1r/1ppn1ppp/p3p3/3pP3/3P4/P1N2N2/1PP2PPP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 a6 4. Nf3 Nf6 5. e5 Nfd7 6. a3,4133912386943523297
1656,C11,French Defense: Steinitz Variation,rnbqkb1r/1ppn1ppp/p3p3/3pP3/3P4/5N2/PPP1NPPP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 a6 4. Nf3 Nf6 5. e5 Nfd7 6. Ne2,-8154779144706934610
1657,C11,French Defense: Steinitz Variation,r1bqkb1r/pp1n1ppp/2n1p3/2PpP3/5P2/2N5/PPP3PP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Nc6,1096295125142390706
1658,C11,French Defense: Steinitz Variation,rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/2N2N2/PPP3PP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3,8760604124269655765
1659,C11,"French Defense: Steinitz Variation, Boleslavsky Variation",r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPP3PP/R2QKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3,1393678217217030581
1660,C11,"French Defense: Steinitz Variation, Bradford Attack Variation",rnbqk2r/pp1n1ppp/4p3/2bpP3/5PQ1/2N5/PPP3PP/R1B1KBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Bxc5 7. Qg4,-525758448346573773
1661,C11,"French Defense: Steinitz Variation, Brodsky-Jones Variation",r1bq1rk1/pp1n2pp/2n1pp2/2bpP3/5PQ1/P1N2N2/1PP3PP/R1B1KB1R w KQ -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Nc6 7. a3 Bxc5 8. Qg4 O-O 9. Nf3 f6,-4066876782983156840
1662,C11,"French Defense: Steinitz Variation, Gledhill Attack",rnbqkb1r/pppn1ppp/4p3/3pP3/3P2Q1/2N5/PPP2PPP/R1B1KBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Qg4,4427026456326709687
1663,C12,French Defense: McCutcheon Variation,rnbqk2r/ppp2ppp/4pn2/3p2B1/1b1PP3/2N5/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4,7166622487235043960
1664,C12,"French Defense: McCutcheon Variation, Advance Variation",rnbqk2r/ppp2ppp/4pn2/3pP1B1/1b1P4/2N5/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5,-3624648623814184639
1665,C12,"French Defense: McCutcheon Variation, Bernstein Variation",rnbqk2r/ppp2pp1/4pn1p/3pP3/1b1P3B/2N5/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bh4,-7964873044796614968
1666,C12,"French Defense: McCutcheon Variation, Bogoljubow Variation",rnb1k2r/ppp2p1p/4pp2/q7/1b1P4/2N5/PPPQ1PPP/R3KBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. exd5 Qxd5 6. Bxf6 gxf6 7. Qd2 Qa5,8607006776984445699
1667,C12,"French Defense: McCutcheon Variation, Chigorin Variation",rnbqk2r/ppp2pp1/4pP1p/3p2B1/1b1P4/2N5/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. exf6,-84075114314689322
1668,C12,"French Defense: McCutcheon Variation, Dr. Olland Variation",rnbqk2r/ppp2pp1/4pn1p/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bc1,5196448998398112750
1669,C12,"French Defense: McCutcheon Variation, Duras Variation",rnbq1k1r/ppp2pp1/4p2p/3pP3/3Pn1Q1/2P5/P1P2PPP/R1B1KBNR b KQ -,1. e4 e6 2. Nc3 d5 3. d4 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3 7. bxc3 Ne4 8. Qg4 Kf8 9. Bc1,2076795025278827877
1670,C12,"French Defense: McCutcheon Variation, Exchange Variation",rnbqk2r/ppp2ppp/4pn2/3P2B1/1b1P4/2N5/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. exd5,2330614713074244854
1671,C12,"French Defense: McCutcheon Variation, Grigoriev Variation",rnbqk1r1/ppp2pP1/4p3/3p4/1b1P2Qp/2N5/PPP2PP1/R3KBNR b KQq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. exf6 hxg5 7. fxg7 Rg8 8. h4 gxh4 9. Qg4,-1077074900813133501
1672,C12,"French Defense: McCutcheon Variation, Janowski Variation",rnbqk2r/ppp2pp1/4pn1p/3pP3/1b1P4/2N1B3/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Be3,8620337208209708672
1673,C12,"French Defense: McCutcheon Variation, Lasker Variation",rnbqk2r/ppp2pp1/4pn1p/3pP3/3P4/2b5/PPPB1PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3,-4669959543079098399
1674,C12,"French Defense: McCutcheon Variation, Lasker Variation",rnbqk2r/ppp2p2/4p1pp/3pP3/3Pn1Q1/2P5/P1PB1PPP/R3KBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Bxc3 7. bxc3 Ne4 8. Qg4 g6,-6682818558181419880
1675,C12,"French Defense: McCutcheon Variation, Tartakower Variation",rnbqk2r/pppn1pp1/4p2p/3pP3/1b1P4/2N5/PPPB1PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. Bd2 Nfd7,-4720945280239200902
1676,C13,French Defense: Alekhine-Chatard Attack,rnbqk2r/pppnbppp/4p3/3pP1B1/3P3P/2N5/PPP2PP1/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4,4733383414338585959
1677,C13,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",rnb1k2r/pppn1ppp/4p3/3pP1q1/3P4/2N5/PPP2PP1/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 Bxg5 7. hxg5 Qxg5,-9056382494242117828
1678,C13,"French Defense: Alekhine-Chatard Attack, Breyer Variation",rnbqk2r/pp1nbppp/4p3/2ppP1B1/3P3P/2N5/PPP2PP1/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 c5,5948503824518933074
1679,C13,"French Defense: Alekhine-Chatard Attack, Maróczy Variation",rnbqk2r/1ppnbppp/p3p3/3pP1B1/3P3P/2N5/PPP2PP1/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 a6,4963500696895018885
1680,C13,"French Defense: Alekhine-Chatard Attack, Spielmann Variation",rnbq1rk1/pppnbppp/4p3/3pP1B1/3P3P/2N5/PPP2PP1/R2QKBNR w KQ -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 O-O,1419807694771193965
1681,C13,"French Defense: Alekhine-Chatard Attack, Teichmann Variation",rnbqk2r/pppnb1pp/4pp2/3pP1B1/3P3P/2N5/PPP2PP1/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 f6,5806610765471168079
1682,C13,French Defense: Classical Variation,rnbqk2r/ppp1bppp/4pn2/6B1/3PN3/8/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7,-8317552911735302713
1683,C13,"French Defense: Classical Variation, Frankfurt Variation",rnbqk1nr/p1p1bppp/1p2p3/3pP3/3P4/2N1B3/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8 6. Be3 b6,-836329838154195047
1684,C13,"French Defense: Classical Variation, Normal Variation",rnbqk2r/ppp1bppp/4pn2/3p2B1/3PP3/2N5/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7,-7012210345249822301
1685,C13,"French Defense: Classical Variation, Richter Attack",rnbqk2r/ppp1bppp/4pB2/3p4/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6,8379959145095406404
1686,C13,"French Defense: Classical Variation, Richter Attack",rnbqk2r/ppp1bppp/4p3/3pP3/3P2Q1/2N5/PPP2PPP/R3KBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. e5 Be7 7. Qg4,-7577838480261361498
1687,C13,"French Defense: Classical Variation, Tartakower Variation",rnbqk2r/ppp1bppp/4p3/3pP1B1/3Pn3/2N5/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ne4,-3003556247440320979
1688,C13,"French Defense: Classical Variation, Vistaneckis Variation",rnbqk1nr/ppp1bppp/4p3/3pP1B1/3P4/2N5/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8,4160772966902122618
1689,C14,French Defense: Classical Variation,rnbqkb1r/1ppn1ppp/p3p3/3pP1B1/3P4/2N2N2/PPP2PPP/R2QKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 a6 4. Nf3 Nf6 5. e5 Nfd7 6. Bg5,251275224983146340
1690,C14,French Defense: Classical Variation,rnb1k2r/pppnqppp/4p3/3pP3/3P4/2N5/PPP2PPP/R2QKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7,-4881503746842408015
1691,C14,"French Defense: Classical Variation, Alapin Variation",rnb1k2r/pppnqppp/4p3/1N1pP3/3P4/8/PPP2PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Nb5,-4384347943330823308
1692,C14,"French Defense: Classical Variation, Pollock Variation",rnb1k2r/pppnqppp/4p3/3pP3/3P2Q1/2N5/PPP2PPP/R3KBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qg4,2659869500093307588
1693,C14,"French Defense: Classical Variation, Rubinstein Variation",rnb1k2r/pppnqppp/4p3/3pP3/3P4/2N5/PPPQ1PPP/R3KBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qd2,-4708116912680871048
1694,C14,"French Defense: Classical Variation, Stahlberg Variation",r1b2rk1/pp1nqppp/2n1p3/3pP3/2pP1P2/2N2N2/PPPQ2PP/2KR1B1R w - -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4 O-O 8. Nf3 c5 9. Qd2 Nc6 10. O-O-O c4,6841665942625324694
1695,C14,"French Defense: Classical Variation, Steinitz Variation",rnb1k2r/pppnqppp/4p3/3pP3/3P1P2/2N5/PPP3PP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4,-2141503742612547083
1696,C14,"French Defense: Classical Variation, Tarrasch Variation",rnb1k2r/pppnqppp/4p3/3pP3/3P4/2NB4/PPP2PPP/R2QK1NR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Bd3,-6204933159938587198
1697,C15,"French Defense: McCutcheon Variation, Wolf Gambit",rnbqk2r/ppp2ppp/4pn2/3p2B1/1b1PP3/2N5/PPP1NPPP/R2QKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 Nf6 5. Bg5,4083874873713864751
1698,C15,French Defense: Winawer Variation,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4,6351872863582652090
1699,C15,"French Defense: Winawer Variation, Alekhine Gambit Accepted",rnbqk1nr/ppp2ppp/4p3/8/3Pp3/P1b5/1PP1NPPP/R1BQKB1R w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+,-9028998253813145619
1700,C15,"French Defense: Winawer Variation, Alekhine Gambit, Alatortsev Variation",r1bq1rk1/ppp1bppp/2n1pn2/8/3PN3/P5N1/1PP1BPPP/R1BQK2R w KQ -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Be7 6. Nxe4 Nf6 7. N2g3 O-O 8. Be2 Nc6,-1835421203558771916
1701,C15,"French Defense: Winawer Variation, Alekhine Gambit, Kan Variation",r1bqk1nr/ppp2ppp/2n1p3/8/3Pp3/P1N5/1PP2PPP/R1BQKB1R w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+ 6. Nxc3 Nc6,-2382663660429456552
1702,C15,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit",rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP1NPPP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2,287738992305804525
1703,C15,"French Defense: Winawer Variation, Delayed Exchange Variation",rnbqk1nr/ppp2ppp/4p3/3P4/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5,1948534863638820916
1704,C15,"French Defense: Winawer Variation, Exchange Variation, Canal Attack",rnbqk2r/ppp1nppp/8/3p3Q/1b1P4/2NB4/PPP2PPP/R1B1K1NR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5 exd5 5. Bd3 Ne7 6. Qh5,-2953284180031630236
1705,C15,"French Defense: Winawer Variation, Fingerslip Variation",rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPPB1PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2,-8625724231406694191
1706,C15,"French Defense: Winawer Variation, Fingerslip Variation, Kunin Double Gambit",rnb1k1nr/ppp2ppp/4p3/8/1b1qp1Q1/2N5/PPPB1PPP/R3KBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Qxd4,-2994806631582872461
1707,C15,"French Defense: Winawer Variation, Fingerslip Variation, Main Line",rnbqk1r1/ppp2p1p/4pn1Q/8/1b1Pp3/2N5/PPPB1PPP/R3KBNR b KQq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Nf6 6. Qxg7 Rg8 7. Qh6,4345409623041938461
1708,C15,"French Defense: Winawer Variation, Fingerslip Variation, Schwarz's Line",rnbqk2r/ppp1nppp/4p3/3p4/1b1PP3/8/PPPB1PPP/RN1QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 Ne7 5. Nb1,-4204195032028944698
1709,C15,"French Defense: Winawer Variation, Kondratiyev Variation",rnb1k1nr/pp3ppp/4p3/2pq4/1b1P4/2NB4/PPPB1PPP/R2QK1NR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd3 c5 5. exd5 Qxd5 6. Bd2,-1439980646796782625
1710,C15,"French Defense: Winawer Variation, Winckelmann-Reimer Gambit",rnbqk1nr/ppp2ppp/4p3/8/3Pp3/P1P2P2/2P3PP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 dxe4 6. f3,7065495771729664488
1711,C16,"French Defense: Winawer Variation, Advance Variation",rnbqk1nr/ppp2ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5,-657456420794182269
1712,C16,"French Defense: Winawer Variation, Petrosian Variation",rnb1k1nr/pppq1ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 Qd7,4344830106747696996
1713,C17,"French Defense: Winawer Variation, Advance Variation",rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5,-1883294869239940426
1714,C17,"French Defense: Winawer Variation, Advance Variation",rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/P1N5/1PP2PPP/R1BQKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3,-1334680061766878703
1715,C17,"French Defense: Winawer Variation, Advance Variation",rnbqk1nr/pp3ppp/4p3/3pP3/1P6/2p2N2/1PP2PPP/R1BQKB1R b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3 7. Nf3,-146627880854711670
1716,C17,"French Defense: Winawer Variation, Advance Variation, Moscow Variation",rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P2Q1/2N5/PPP2PPP/R1B1KBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Qg4,9040301462217714627
1717,C17,"French Defense: Winawer Variation, Bogoljubow Variation",rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/2N5/PPPB1PPP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2,3868616816295996637
1718,C17,"French Defense: Winawer Variation, Bogoljubow Variation, Icelandic Defense",rnbqk2r/pp2nppp/4p3/2ppP3/1b1P1P2/2N5/PPPB2PP/R2QKBNR b KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2 Ne7 6. f4,-4703287876053827785
1719,C17,"French Defense: Winawer Variation, Maróczy-Wallis Variation",rnbqk1nr/pp3ppp/4p3/3pP3/1P6/2p5/1PP2PPP/R1BQKBNR w KQkq -,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3,7825034837738596844
